id,date,machine,sensor,vibration
467311723,2024-01-23 12:09:21.000000 +00:00,2341,2363,2.442207905434494
467311739,2024-01-23 12:09:21.000000 +00:00,2341,2363,2.442207905434494
467311768,2024-01-23 12:09:21.000000 +00:00,2341,2363,2.442207905434494
467311805,2024-01-23 12:09:21.000000 +00:00,2341,2363,2.442207905434494
467311863,2024-01-23 12:09:21.000000 +00:00,2341,2363,2.442207905434494
467312094,2024-01-23 12:09:21.000000 +00:00,2341,2363,2.442207905434494
467571095,2024-01-23 12:41:40.000000 +00:00,2341,2363,2.7519132445424845
467571486,2024-01-23 13:41:40.000000 +00:00,2341,2363,0.29413765177050616
467350513,2024-01-23 13:57:11.000000 +00:00,2341,2363,3.1896583347578753
467571527,2024-01-23 13:57:11.000000 +00:00,2341,2363,3.1896583347578753
467571681,2024-01-23 14:12:33.000000 +00:00,2341,2363,2.5300318603012766
467571811,2024-01-23 14:27:56.000000 +00:00,2341,2363,2.6323265436092327
467367093,2024-01-23 14:43:18.000000 +00:00,2341,2363,2.5127988997138244
467572147,2024-01-23 14:58:40.000000 +00:00,2341,2363,2.545627275502519
467572276,2024-01-23 15:14:02.000000 +00:00,2341,2363,2.521129450388683
467572529,2024-01-23 15:29:24.000000 +00:00,2341,2363,2.495614471147571
467573387,2024-01-23 16:29:24.000000 +00:00,2341,2363,0.2974498708543036
467573538,2024-01-23 17:13:22.000000 +00:00,2341,2363,3.32265595342842
467424786,2024-01-23 17:28:44.000000 +00:00,2341,2363,2.6068770533605807
467573780,2024-01-23 17:44:06.000000 +00:00,2341,2363,2.553153567701847
467574320,2024-01-23 17:59:28.000000 +00:00,2341,2363,2.5859363632982024
467574545,2024-01-23 18:14:51.000000 +00:00,2341,2363,2.579741513917646
467574621,2024-01-23 18:30:13.000000 +00:00,2341,2363,2.542166327408738
467574774,2024-01-23 18:45:35.000000 +00:00,2341,2363,2.508554979113128
467575084,2024-01-23 19:45:35.000000 +00:00,2341,2363,0.2954901894998374
467575622,2024-01-23 20:45:35.000000 +00:00,2341,2363,0.29145108645396495
467575755,2024-01-23 21:45:35.000000 +00:00,2341,2363,0.29442232058008805
467534582,2024-01-23 22:45:35.000000 +00:00,2341,2363,0.292725198191209
467576152,2024-01-23 23:45:35.000000 +00:00,2341,2363,0.2913315288430082
467576296,2024-01-24 00:45:35.000000 +00:00,2341,2363,0.2898998342176562
467652418,2024-01-24 01:28:37.000000 +00:00,2341,2363,4.460737619602199
467652443,2024-01-24 01:43:59.000000 +00:00,2341,2363,3.424367667758849
467652484,2024-01-24 01:59:21.000000 +00:00,2341,2363,3.3142642991847033
467652565,2024-01-24 02:14:43.000000 +00:00,2341,2363,3.158613043992736
467652908,2024-01-24 02:59:50.000000 +00:00,2341,2363,4.1602005252366885
467653654,2024-01-24 03:59:50.000000 +00:00,2341,2363,0.2906892287386618
467665219,2024-01-24 04:59:50.000000 +00:00,2341,2363,0.2913910792410073
467665261,2024-01-24 04:59:50.000000 +00:00,2341,2363,0.2913910792410073
467665309,2024-01-24 04:59:50.000000 +00:00,2341,2363,0.2913910792410073
467665378,2024-01-24 04:59:50.000000 +00:00,2341,2363,0.2913910792410073
467665617,2024-01-24 04:59:50.000000 +00:00,2341,2363,0.2913910792410073
467688968,2024-01-24 05:59:50.000000 +00:00,2341,2363,0.29057411136910244
467709810,2024-01-24 06:59:50.000000 +00:00,2341,2363,0.2896937375809482
467729285,2024-01-24 07:59:50.000000 +00:00,2341,2363,0.28883607663253397
467750894,2024-01-24 08:59:50.000000 +00:00,2341,2363,0.28950379392117515
467772293,2024-01-24 09:59:50.000000 +00:00,2341,2363,0.28827960292260346
467797708,2024-01-24 10:59:50.000000 +00:00,2341,2363,0.29046076644158225
468165396,2024-01-24 11:59:50.000000 +00:00,2341,2363,0.28684556940466355
468165583,2024-01-24 12:59:50.000000 +00:00,2341,2363,0.2872581646752431
468165793,2024-01-24 13:59:50.000000 +00:00,2341,2363,0.2862793198546197
468165894,2024-01-24 14:59:50.000000 +00:00,2341,2363,0.2890343343245529
468166234,2024-01-24 15:41:41.000000 +00:00,2341,2363,1.898555258155247
467905218,2024-01-24 16:29:56.000000 +00:00,2341,2363,3.3099882188109238
467910325,2024-01-24 16:45:19.000000 +00:00,2341,2363,2.406124786215862
468166854,2024-01-24 17:45:19.000000 +00:00,2341,2363,0.2908841973629791
468167003,2024-01-24 18:45:19.000000 +00:00,2341,2363,0.290103043783826
468167245,2024-01-24 19:45:19.000000 +00:00,2341,2363,0.29112175941403334
468167529,2024-01-24 20:35:41.000000 +00:00,2341,2363,2.010013787632341
468167699,2024-01-24 21:35:41.000000 +00:00,2341,2363,0.28970870283899086
468167845,2024-01-24 22:35:41.000000 +00:00,2341,2363,0.28962510570157274
468167998,2024-01-24 23:35:41.000000 +00:00,2341,2363,0.2868508501855846
468168111,2024-01-25 00:35:41.000000 +00:00,2341,2363,0.2885106964738444
468168324,2024-01-25 01:35:41.000000 +00:00,2341,2363,0.2869349041379613
468168566,2024-01-25 02:35:41.000000 +00:00,2341,2363,0.29123084682613964
468107518,2024-01-25 03:35:41.000000 +00:00,2341,2363,0.28713734625500076
468168881,2024-01-25 04:35:41.000000 +00:00,2341,2363,0.2862972635461923
468169157,2024-01-25 05:35:41.000000 +00:00,2341,2363,0.28708464808138023
468169678,2024-01-25 06:35:41.000000 +00:00,2341,2363,0.28535635263972847
468169694,2024-01-25 06:35:41.000000 +00:00,2341,2363,0.28535635263972847
468169713,2024-01-25 06:35:41.000000 +00:00,2341,2363,0.28535635263972847
468169730,2024-01-25 06:35:41.000000 +00:00,2341,2363,0.28535635263972847
468169766,2024-01-25 06:35:41.000000 +00:00,2341,2363,0.28535635263972847
468169885,2024-01-25 06:35:41.000000 +00:00,2341,2363,0.28535635263972847
468169889,2024-01-25 06:35:41.000000 +00:00,2341,2363,0.28535635263972847
468169897,2024-01-25 06:35:41.000000 +00:00,2341,2363,0.28535635263972847
468169918,2024-01-25 06:35:41.000000 +00:00,2341,2363,0.28535635263972847
468169963,2024-01-25 06:35:41.000000 +00:00,2341,2363,0.28535635263972847
468170142,2024-01-25 06:35:41.000000 +00:00,2341,2363,0.28535635263972847
468189911,2024-01-25 07:35:41.000000 +00:00,2341,2363,0.2864938767043604
468241184,2024-01-25 08:35:41.000000 +00:00,2341,2363,0.2835199565062809
468241262,2024-01-25 09:35:41.000000 +00:00,2341,2363,0.2864160537080186
468277548,2024-01-25 10:35:41.000000 +00:00,2341,2363,0.28510983701548626
468274969,2024-01-25 11:35:41.000000 +00:00,2341,2363,0.2825576849323544
468313853,2024-01-25 12:35:41.000000 +00:00,2341,2363,0.2823971784285116
468316959,2024-01-25 13:35:41.000000 +00:00,2341,2363,0.28423547491218676
468340096,2024-01-25 14:35:41.000000 +00:00,2341,2363,0.2831710046957292
468360198,2024-01-25 15:35:41.000000 +00:00,2341,2363,0.2847944154228935
468383872,2024-01-25 16:35:41.000000 +00:00,2341,2363,0.28295907910014984
468428027,2024-01-25 17:35:41.000000 +00:00,2341,2363,0.28476280382776054
468447254,2024-01-25 18:35:41.000000 +00:00,2341,2363,0.2850991658180541
468467422,2024-01-25 19:35:41.000000 +00:00,2341,2363,0.2853126628570909
468488372,2024-01-25 20:35:41.000000 +00:00,2341,2363,0.2872032920624198
468508032,2024-01-25 21:35:41.000000 +00:00,2341,2363,0.28356795862212736
468528649,2024-01-25 22:35:41.000000 +00:00,2341,2363,0.28313566549053426
468548399,2024-01-25 23:35:41.000000 +00:00,2341,2363,0.2815901691227035
468548411,2024-01-25 23:35:41.000000 +00:00,2341,2363,0.2815901691227035
468568962,2024-01-26 00:35:41.000000 +00:00,2341,2363,0.28169591264931304
468593957,2024-01-26 01:35:41.000000 +00:00,2341,2363,0.28217039721047954
468618206,2024-01-26 02:35:41.000000 +00:00,2341,2363,0.2814128152831886
468642845,2024-01-26 03:35:41.000000 +00:00,2341,2363,0.2820069670909019
468665915,2024-01-26 04:35:41.000000 +00:00,2341,2363,0.28303946026025967
468687343,2024-01-26 05:35:41.000000 +00:00,2341,2363,0.28206437959489483
468707787,2024-01-26 06:35:41.000000 +00:00,2341,2363,0.2803170806509666
468723611,2024-01-26 07:08:57.000000 +00:00,2341,2363,5.17904340624821
468727291,2024-01-26 07:24:19.000000 +00:00,2341,2363,5.4024331565080645
468739040,2024-01-26 07:53:23.000000 +00:00,2341,2363,3.206622030336148
468744792,2024-01-26 08:08:46.000000 +00:00,2341,2363,2.857042080943796
468750398,2024-01-26 08:24:09.000000 +00:00,2341,2363,2.7473369088327364
468755621,2024-01-26 08:39:31.000000 +00:00,2341,2363,2.705298822904592
468760711,2024-01-26 08:54:53.000000 +00:00,2341,2363,2.7595655163668593
468765772,2024-01-26 09:10:15.000000 +00:00,2341,2363,2.7050310197032803
468770705,2024-01-26 09:25:37.000000 +00:00,2341,2363,2.7052502908833937
468775925,2024-01-26 09:40:59.000000 +00:00,2341,2363,2.6732314360785523
468793498,2024-01-26 10:34:05.000000 +00:00,2341,2363,3.0717389718782036
